0 0001082288000045 2508420822120010 4779 16777216
0 000118e799ac5bc7 250852cd33be5b92 3557 16777216
0 00018cf7d9a948e7 2508c6dd73bb48b2 3424 16777216
0 00019ca688ade44f 2508d68c22bfe41a 3582 16777216
0 0003b93699e19cef 250af31c33f39cba 3801 16777216
0 0005a9e688c570ed 250ce3cc22d770b8 3151 16777216
0 0005bcb3cccc79e7 250cf69966de79b2 3274 16777216
0 000718679dcd126f 250e524d37df123a 3483 16777216
0 000739b6cc40d8c7 250e739c6652d892 3379 16777216
0 001188a2dd098245 2518c288771b8210 3669 16777216
0 0011a8e3d860c5e5 2518e2c97272c5b0 3453 16777216
0 001708b6dc090ec7 251e429c761b0e92 3376 16777216
0 00238d32c9856e4f 252ac71863976e1a 3414 16777216
0 002718a2d945f94d 252e52887357f918 2875 16777216
0 0027acf2c8444c6d 252ee6d862564c38 3266 16777216
0 00311de7d8691267 253857cd727b1232 3489 16777216
0 00318d33d96c31ed 2538c719737e31b8 3583 16777216
0 0031acb38965e46f 2538e6992377e43a 3434 16777216
0 0031bc27c84019e5 2538f60d625219b0 3758 16777216
0 0033bcb2d8e8c7cf 253af69872fac79a 3605 16777216
0 00358df6c8a4f5e5 253cc7dc62b6f5b0 3339 16777216
0 00373c728c05b74d 253e76582617b718 3437 16777216
0 0043bde6c8c4c34d 254af7cc62d6c318 3188 16777216
0 00658cf3cd60b1cf 256cc6d96772b19a 3384 16777216
0 006799339d01ddcf 256ed3193713dd9a 3656 16777216
0 0067b8f798c56acd 256ef2dd32d76a98 3211 16777216
0 00710ca28da0e64f 2578468827b2e61a 3694 16777216
0 007518328c2d9e4f 257c5218263f9e1a 3499 16777216
0 007738b29dec3447 257e729837fe3412 3997 16777216
0 007788e3cc2db3cf 257ec2c9663fb39a 3829 16777216
0 0081b8b6cd090acf 2588f29c671b0a9a 3550 16777216
0 008529268c80504f 258c630c2692501a 3758 16777216
0 00852ca2c82172cd 258c668862337298 3069 16777216
0 00933c32884826ef 259a7618225a26ba 3382 16777216
0 00953c32c925f9e5 259c76186337f9b0 3380 16777216
0 00978d22d9ec214d 259ec70873fe2118 3550 16777216
0 00a118f28cc89a45 25a852d826da9a10 3403 16777216
0 00b13c62cdac8b4d 25b8764867be8b18 3311 16777216
0 00b19837dc816847 25b8d21d76936812 3967 16777216
0 00b788a689e8c84d 25bec28c23fac818 3561 16777216
0 00c32df38ce5f365 25ca67d926f7f330 3380 16777216
0 00d589e298843dc5 25dcc3c832963d90 3549 16777216
0 00d70872ddccb64f 25de425877deb61a 3551 16777216
0 00e1bc66dd688965 25e8f64c777a8930 3195 16777216
0 00e39933992d65ef 25ead319333f65ba 3176 16777216
0 00f128b7d86d27ef 25f8629d727f27ba 4049 16777216
0 00f72c778c8c946f 25fe665d269e943a 3722 16777216
0 02010df2d989556d 270847d8739b5538 3573 16777216
0 02012d33d94c79c7 27086719735e7992 3267 16777216
0 02139d638d8812e7 271ad749279a12b2 2845 16777216
0 022109f6d8e902e5 272843dc72fb02b0 3521 16777216
0 02332d7688c553cf 273a675c22d7539a 3146 16777216
0 02333df2d86571e7 273a77d8727771b2 3292 16777216
0 023729f2c8c115cf 273e63d862d3159a 3624 16777216
0 02419c27cd64ebe5 2748d60d6776ebb0 3543 16777216
0 02451da2994df647 274c5788335ff612 3073 16777216
0 0247b876892477c7 274ef25c23367792 3290 16777216
0 025138f7dc25054f 275872dd7637051a 3363 16777216
0 02513c32cd291d6d 27587618673b1d38 3181 16777216
0 0253ac2398e4ea4d 275ae60932f6ea18 3042 16777216
0 0255b826d924dd67 275cf20c7336dd32 2863 16777216
0 02570de79c6117c5 275e47cd36731790 3648 16777216
0 0257adf3cc05d0cf 275ee7d96617d09a 3292 16777216
0 02618822dcac5145 2768c20876be5110 3591 16777216
0 026189a3cce8d145 2768c38966fad110 3241 16777216
0 026308768c4d3a4f 276a425c265f3a1a 3193 16777216
0 02658c729dec4367 276cc65837fe4332 3272 16777216
0 02772de3c869cde5 277e67c9627bcdb0 3492 16777216
0 02839df2d92dbd45 278ad7d8733fbd10 3352 16777216
0 02918936dd006b6d 2798c31c77126b38 3436 16777216
0 029318f39c65f245 279a52d93677f210 3073 16777216
0 02972d67cc0cdf67 279e674d661edf32 3135 16777216
0 0297b8f79ccd39ef 279ef2dd36df39ba 3566 16777216
0 02a31cb7c9acc14f 27aa569d63bec11a 3029 16777216
0 02a33c26c88c43ed 27aa760c629e43b8 3317 16777216
0 02a71c6789cce6c5 27ae564d23dee690 3097 16777216
0 02b12963d94c88cd 27b86349735e8898 2936 16777216
0 02b1bda3d8083f4d 27b8f789721a3f18 3288 16777216
0 02b319f6886402e5 27ba53dc227602b0 3196 16777216
0 02b338e2c82535ef 27ba72c8623735ba 3421 16777216
0 02b3ac67d82d3fef 27bae64d723f3fba 3449 16777216
0 02b70822dc21c1c5 27be42087633c190 3732 16777216
0 02c13d329964bb4d 27c877183376bb18 3263 16777216
0 02c308f28940ff67 27ca42d82352ff32 3265 16777216
0 02c509b3dc005ecd 27cc439976125e98 3335 16777216
0 02c51827d9290865 27cc520d733b0830 3404 16777216
0 02c51ca2cd4409ef 27cc5688675609ba 3064 16777216
0 02c529a3ddc5c3cd 27cc638977d7c398 2958 16777216
0 02c52d62dd68d94d 27cc6748777ad918 2874 16777216
0 02c58c67cd4d4767 27ccc64d675f4732 2918 16777216
0 02c718b68decc7cf 27ce529c27fec79a 3666 16777216
0 02c79db298a5bd67 27ced79832b7bd32 2951 16777216
0 02d119639d6ce04f 27d85349377ee01a 3357 16777216
0 02d18db6984dc745 27d8c79c325fc710 3234 16777216
0 02d1b9b399c462ef 27d8f39933d662ba 3007 16777216
0 02d5a8f68d8c2045 27dce2dc279e2010 3481 16777216
0 02e1a8e2d8299665 27e8e2c8723b9630 3158 16777216
0 02e38933d9e17345 27eac31973f37310 3358 16777216
0 02e7ade7d921654d 27eee7cd73336518 3169 16777216
0 02f52d36c908e94d 27fc671c631ae918 3164 16777216
0 02f7bcf7982ca96d 27fef6dd323ea938 3488 16777216
0 08013d22dc61e6c7 2d0877087673e692 3507 16777216
0 0813b8e39c2dce6d 2d1af2c9363fce38 3038 16777216
0 08230836dd8da4c5 2d2a421c779fa490 3271 16777216
0 082519b28825186d 2d2c539822371838 2883 16777216
0 0825b9b3ddc18045 2d2cf39977d38010 3168 16777216
0 08273c228cecc347 2d2e760826fec312 3499 16777216
0 082788b3c9edb467 2d2ec29963ffb432 3428 16777216
0 08313d639dc4a967 2d38774937d6a932 2908 16777216
0 083509b7890130e7 2d3c439d231330b2 3283 16777216
0 0837a9f6cc68ba47 2d3ee3dc667aba12 3174 16777216
0 08432ce788e8ae47 2d4a66cd22faae12 3105 16777216
0 085339a2d94477e7 2d5a7388735677b2 2907 16777216
0 085588779d6440e5 2d5cc25d377640b0 3022 16777216
0 08572966d9c00eef 2d5e634c73d20eba 2984 16777216
0 0861b873d9c4f145 2d68f25973d6f110 2987 16777216
0 08710da69d8ddbc7 2d78478c379fdb92 3329 16777216
0 0873b8378da40d45 2d7af21d27b60d10 3331 16777216
0 08753ce28cc9466f 2d7c76c826db463a 3356 16777216
0 0881a862d84dfac7 2d88e248725ffa92 2919 16777216
0 088329a28c851a6f 2d8a638826971a3a 3221 16777216
0 089138e2ddc58467 2d9872c877d78432 3174 16777216
0 0891a9f7c9806547 2d98e3dd63926512 3280 16777216
0 089319a7994830c5 2d9a538d335a3090 2745 16777216
0 08959cb69c80746f 2d9cd69c3692743a 3053 16777216
0 08a119f7c8cc714f 2da853dd62de711a 3140 16777216
0 08a5ac72d92de1e7 2dace658733fe1b2 2761 16777216
0 08a5bdb6ccc9a6e7 2dacf79c66dba6b2 2650 16777216
0 08b509e6886831c5 2dbc43cc227a3190 3343 16777216
0 08b729e7cc88f947 2dbe63cd669af912 3110 16777216
0 08b78c62c8c13fc7 2dbec64862d33f92 3358 16777216
0 08c1a837cda1a4e5 2dc8e21d67b3a4b0 3310 16777216
0 08c72cf68c6861ed 2dce66dc267a61b8 2960 16777216
0 08d189b39d2d1c67 2dd8c399373f1c32 2947 16777216
0 08d32d32cc087247 2dda6718661a7212 2956 16777216
0 08e13de68c2c48c7 2de877cc263e4892 3100 16777216
0 08e53de3982c38ed 2dec77c9323e38b8 3016 16777216
0 08e73de2cd6851c7 2dee77c8677a5192 3267 16777216
0 08f12972d881286d 2df8635872932838 3426 16777216
0 08f32932ccc5664d 2dfa631866d76618 2863 16777216
0 08f33d23892c95ed 2dfa7709233e95b8 3341 16777216
0 08f38cf78840daef 2dfac6dd2252daba 3392 16777216
0 08f59cb79c8dd2cd 2dfcd69d369fd298 2875 16777216
0 08f718769d050565 2dfe525c37170530 3228 16777216
0 0a0339f39c611a47 2f0a73d936731a12 3383 16777216
0 0a03bd22882d5c4f 2f0af708223f5c1a 3693 16777216
0 0a0528b6c944c5ef 2f0c629c6356c5ba 3113 16777216
0 0a073d728da541ed 2f0e775827b741b8 3232 16777216
0 0a078973d8659ccd 2f0ec35972779c98 3224 16777216
0 0a0799e39d41bfcf 2f0ed3c93753bf9a 3615 16777216
0 0a1309269ca08765 2f1a430c36b28730 3019 16777216
0 0a13893299083947 2f1ac318331a3912 3080 16777216
0 0a15a833dc41b565 2f1ce2197653b530 3084 16777216
0 0a278ce28c0849e5 2f2ec6c8261a49b0 3482 16777216
0 0a372c728d8518c7 2f3e665827971892 3032 16777216
