0 0001082288000045 2508420822120010 naf0
0 000118e799ac5bc7 250852cd33be5b92 nafr
0 00018cf7d9a948e7 2508c6dd73bb48b2 nafr
0 00019ca688ade44f 2508d68c22bfe41a nafr
0 0003b93699e19cef 250af31c33f39cba nafr
0 0005a9e688c570ed 250ce3cc22d770b8 nafr
0 0005bcb3cccc79e7 250cf69966de79b2 nafr
0 000718679dcd126f 250e524d37df123a nafr
0 000739b6cc40d8c7 250e739c6652d892 nafr
0 001188a2dd098245 2518c288771b8210 nafr
0 0011a8e3d860c5e5 2518e2c97272c5b0 nafr
0 001708b6dc090ec7 251e429c761b0e92 nafr
0 00238d32c9856e4f 252ac71863976e1a nafr
0 002718a2d945f94d 252e52887357f918 nafr
0 0027acf2c8444c6d 252ee6d862564c38 nafr
0 00311de7d8691267 253857cd727b1232 nafr
0 00318d33d96c31ed 2538c719737e31b8 nafr
0 0031acb38965e46f 2538e6992377e43a nafr
0 0031bc27c84019e5 2538f60d625219b0 nafr
0 0033bcb2d8e8c7cf 253af69872fac79a nafr
0 00358df6c8a4f5e5 253cc7dc62b6f5b0 nafr
0 00373c728c05b74d 253e76582617b718 nafr
0 0043bde6c8c4c34d 254af7cc62d6c318 nafr
0 00658cf3cd60b1cf 256cc6d96772b19a nafr
0 006799339d01ddcf 256ed3193713dd9a nafr
0 0067b8f798c56acd 256ef2dd32d76a98 nafr
0 00710ca28da0e64f 2578468827b2e61a nafr
0 007518328c2d9e4f 257c5218263f9e1a nafr
0 007738b29dec3447 257e729837fe3412 nafr
0 007788e3cc2db3cf 257ec2c9663fb39a nafr
0 0081b8b6cd090acf 2588f29c671b0a9a nafr
0 008529268c80504f 258c630c2692501a nafr
0 00852ca2c82172cd 258c668862337298 nafr
0 00933c32884826ef 259a7618225a26ba nafr
0 00953c32c925f9e5 259c76186337f9b0 nafr
0 00978d22d9ec214d 259ec70873fe2118 nafr
0 00a118f28cc89a45 25a852d826da9a10 nafr
0 00b13c62cdac8b4d 25b8764867be8b18 nafr
0 00b19837dc816847 25b8d21d76936812 nafr
0 00b788a689e8c84d 25bec28c23fac818 nafr
0 00c32df38ce5f365 25ca67d926f7f330 nafr
0 00d589e298843dc5 25dcc3c832963d90 nafr
0 00d70872ddccb64f 25de425877deb61a nafr
0 00e1bc66dd688965 25e8f64c777a8930 nafr
0 00e39933992d65ef 25ead319333f65ba nafr
0 00f128b7d86d27ef 25f8629d727f27ba nafr
0 00f72c778c8c946f 25fe665d269e943a nafr
0 02010df2d989556d 270847d8739b5538 nafr
0 02012d33d94c79c7 27086719735e7992 nafr
0 02139d638d8812e7 271ad749279a12b2 nafr
0 022109f6d8e902e5 272843dc72fb02b0 nafr
0 02332d7688c553cf 273a675c22d7539a nafr
0 02333df2d86571e7 273a77d8727771b2 nafr
0 023729f2c8c115cf 273e63d862d3159a nafr
0 02419c27cd64ebe5 2748d60d6776ebb0 nafr
0 02451da2994df647 274c5788335ff612 nafr
0 0247b876892477c7 274ef25c23367792 nafr
0 025138f7dc25054f 275872dd7637051a nafr
0 02513c32cd291d6d 27587618673b1d38 nafr
0 0253ac2398e4ea4d 275ae60932f6ea18 nafr
0 0255b826d924dd67 275cf20c7336dd32 nafr
0 02570de79c6117c5 275e47cd36731790 nafr
0 0257adf3cc05d0cf 275ee7d96617d09a nafr
0 02618822dcac5145 2768c20876be5110 nafr
0 026189a3cce8d145 2768c38966fad110 nafr
0 026308768c4d3a4f 276a425c265f3a1a nafr
0 02658c729dec4367 276cc65837fe4332 nafr
0 02772de3c869cde5 277e67c9627bcdb0 nafr
0 02839df2d92dbd45 278ad7d8733fbd10 nafr
0 02918936dd006b6d 2798c31c77126b38 nafr
0 029318f39c65f245 279a52d93677f210 nafr
0 02972d67cc0cdf67 279e674d661edf32 nafr
0 0297b8f79ccd39ef 279ef2dd36df39ba nafr
0 02a31cb7c9acc14f 27aa569d63bec11a nafr
0 02a33c26c88c43ed 27aa760c629e43b8 nafr
0 02a71c6789cce6c5 27ae564d23dee690 nafr
0 02b12963d94c88cd 27b86349735e8898 nafr
0 02b1bda3d8083f4d 27b8f789721a3f18 nafr
0 02b319f6886402e5 27ba53dc227602b0 nafr
0 02b338e2c82535ef 27ba72c8623735ba nafr
0 02b3ac67d82d3fef 27bae64d723f3fba nafr
0 02b70822dc21c1c5 27be42087633c190 nafr
0 02c13d329964bb4d 27c877183376bb18 nafr
0 02c308f28940ff67 27ca42d82352ff32 nafr
0 02c509b3dc005ecd 27cc439976125e98 nafr
0 02c51827d9290865 27cc520d733b0830 nafr
0 02c51ca2cd4409ef 27cc5688675609ba nafr
0 02c529a3ddc5c3cd 27cc638977d7c398 nafr
0 02c52d62dd68d94d 27cc6748777ad918 nafr
0 02c58c67cd4d4767 27ccc64d675f4732 nafr
0 02c718b68decc7cf 27ce529c27fec79a nafr
0 02c79db298a5bd67 27ced79832b7bd32 nafr
0 02d119639d6ce04f 27d85349377ee01a nafr
0 02d18db6984dc745 27d8c79c325fc710 nafr
0 02d1b9b399c462ef 27d8f39933d662ba nafr
0 02d5a8f68d8c2045 27dce2dc279e2010 nafr
0 02e1a8e2d8299665 27e8e2c8723b9630 nafr
0 02e38933d9e17345 27eac31973f37310 nafr
0 02e7ade7d921654d 27eee7cd73336518 nafr
0 02f52d36c908e94d 27fc671c631ae918 nafr
0 02f7bcf7982ca96d 27fef6dd323ea938 nafr
0 08013d22dc61e6c7 2d0877087673e692 nafr
0 0813b8e39c2dce6d 2d1af2c9363fce38 nafr
0 08230836dd8da4c5 2d2a421c779fa490 nafr
0 082519b28825186d 2d2c539822371838 nafr
0 0825b9b3ddc18045 2d2cf39977d38010 nafr
0 08273c228cecc347 2d2e760826fec312 nafr
0 082788b3c9edb467 2d2ec29963ffb432 nafr
0 08313d639dc4a967 2d38774937d6a932 nafr
0 083509b7890130e7 2d3c439d231330b2 nafr
0 0837a9f6cc68ba47 2d3ee3dc667aba12 nafr
0 08432ce788e8ae47 2d4a66cd22faae12 nafr
0 085339a2d94477e7 2d5a7388735677b2 nafr
0 085588779d6440e5 2d5cc25d377640b0 nafr
0 08572966d9c00eef 2d5e634c73d20eba nafr
0 0861b873d9c4f145 2d68f25973d6f110 nafr
0 08710da69d8ddbc7 2d78478c379fdb92 nafr
0 0873b8378da40d45 2d7af21d27b60d10 nafr
0 08753ce28cc9466f 2d7c76c826db463a nafr
0 0881a862d84dfac7 2d88e248725ffa92 nafr
0 088329a28c851a6f 2d8a638826971a3a nafr
0 089138e2ddc58467 2d9872c877d78432 nafr
0 0891a9f7c9806547 2d98e3dd63926512 nafr
0 089319a7994830c5 2d9a538d335a3090 nafr
0 08959cb69c80746f 2d9cd69c3692743a nafr
0 08a119f7c8cc714f 2da853dd62de711a nafr
0 08a5ac72d92de1e7 2dace658733fe1b2 nafr
0 08a5bdb6ccc9a6e7 2dacf79c66dba6b2 nafr
0 08b509e6886831c5 2dbc43cc227a3190 nafr
0 08b729e7cc88f947 2dbe63cd669af912 nafr
0 08b78c62c8c13fc7 2dbec64862d33f92 nafr
0 08c1a837cda1a4e5 2dc8e21d67b3a4b0 nafr
0 08c72cf68c6861ed 2dce66dc267a61b8 nafr
0 08d189b39d2d1c67 2dd8c399373f1c32 nafr
0 08d32d32cc087247 2dda6718661a7212 nafr
0 08e13de68c2c48c7 2de877cc263e4892 nafr
0 08e53de3982c38ed 2dec77c9323e38b8 nafr
0 08e73de2cd6851c7 2dee77c8677a5192 nafr
0 08f12972d881286d 2df8635872932838 nafr
0 08f32932ccc5664d 2dfa631866d76618 nafr
0 08f33d23892c95ed 2dfa7709233e95b8 nafr
0 08f38cf78840daef 2dfac6dd2252daba nafr
0 08f59cb79c8dd2cd 2dfcd69d369fd298 nafr
0 08f718769d050565 2dfe525c37170530 nafr
0 0a0339f39c611a47 2f0a73d936731a12 nafr
0 0a03bd22882d5c4f 2f0af708223f5c1a nafr
0 0a0528b6c944c5ef 2f0c629c6356c5ba nafr
0 0a073d728da541ed 2f0e775827b741b8 nafr
0 0a078973d8659ccd 2f0ec35972779c98 nafr
0 0a0799e39d41bfcf 2f0ed3c93753bf9a nafr
0 0a1309269ca08765 2f1a430c36b28730 nafr
0 0a13893299083947 2f1ac318331a3912 nafr
0 0a15a833dc41b565 2f1ce2197653b530 nafr
0 0a278ce28c0849e5 2f2ec6c8261a49b0 nafr
0 0a372c728d8518c7 2f3e665827971892 nafr
0 0a413c66cdcc84c7 2f48764c67de8492 nafr
0 0a4518f39d883e65 2f4c52d9379a3e30 nafr
0 0a471ce68cc53ded 2f4e56cc26d73db8 nafr
0 0a572d76cd2cf067 2f5e675c673ef032 nafr
0 0a618de39cc8c2e7 2f68c7c936dac2b2 nafr
0 0a650c37dd85dae7 2f6c461d7797dab2 nafr
0 0a71382689c918e7 2f78720c23db18b2 nafr
0 0a7318f699811fcf 2f7a52dc33931f9a nafr
0 0a7539768980faef 2f7c735c2392faba nafr
0 0a773826cde8d5e7 2f7e720c67fad5b2 nafr
0 0a812863d8e5446f 2f88624972f7443a nafr
0 0a81386699e528e5 2f88724c33f728b0 nafr
0 0a832827c920b1ed 2f8a620d6332b1b8 nafr
0 0a8729a38d25e36d 2f8e63892737e338 nafr
0 0a9589e7d8c5686d 2f9cc3cd72d76838 nafr
0 0a9708b3c8e1e1cf 2f9e429962f3e19a nafr
0 0aa32c32cc0dc2cd 2faa6618661fc298 nafr
0 0aa50cf7cda84ecd 2fac46dd67ba4e98 nafr
0 0aa51c76dd0490e7 2fac565c771690b2 nafr
0 0aa59932c94c214d 2facd318635e2118 nafr
0 0aa5ad629dad9ce7 2face74837bf9cb2 nafr
0 0aa71de7d8497f45 2fae57cd725b7f10 nafr
0 0ab11c23892db147 2fb85609233fb112 nafr
0 0ab12d76c909a36f 2fb8675c631ba33a nafr
0 0ab1a922d8049647 2fb8e30872169612 nafr
0 0ab339f288e52f67 2fba73d822f72f32 nafr
0 0ab3b9b7c909a367 2fbaf39d631ba332 nafr
0 0ac11c36c9214cc5 2fc8561c63334c90 nafr
0 0ac529e38d20464d 2fcc63c927324618 nafr
0 0ad10cb7dda8ffcf 2fd8469d77baff9a nafr
0 0ad10d32c9e54bef 2fd8471863f74bba nafr
0 0ad53d76d824bd47 2fdc775c7236bd12 nafr
0 0ad78c63dc0c5dcd 2fdec649761e5d98 nafr
0 0ae19d7398412f65 2fe8d75932532f30 nafr
0 0ae398e7cdc84e45 2fead2cd67da4e10 nafr
0 0ae71df79ca83f6f 2fee57dd36ba3f3a nafr
0 0af11d63c961eacf 2ff857496373ea9a nafr
0 0af12d23cce56145 2ff8670966f76110 nafr
0 10011832d86ddfe5 35085218727fdfb0 nafr
0 1001ada2cc803ded 3508e78866923db8 nafr
0 1001bd729dccfd6f 3508f75837defd3a nafr
0 10039cf2c8a4d74f 350ad6d862b6d71a nafr
0 1021aca298298247 3528e688323b8212 nafr
0 1025ac638c65f067 352ce6492677f032 nafr
0 10273ce28841f165 352e76c82253f130 nafr
0 10278d77d88829e7 352ec75d729a29b2 nafr
0 10279922dccc266f 352ed30876de263a nafr
0 1027bd7689296f67 352ef75c233b6f32 nafr
0 103198239d690cc7 3538d209377b0c92 nafr
0 10331de3dc414ee7 353a57c976534eb2 nafr
0 103508669c2dde65 353c424c363fde30 nafr
0 10359867984934e7 353cd24d325b34b2 nafr
0 103798a7cdc5c2cf 353ed28d67d7c29a nafr
0 10451877dc88c5cd 354c525d769ac598 nafr
0 1045b8a6d94cbce7 354cf28c735ebcb2 nafr
0 1053882399e89e47 355ac20933fa9e12 nafr
0 105518238ce93b47 355c520926fb3b12 nafr
0 106108a7cd69e54d 3568428d677be518 nafr
0 10633d22896566e7 356a7708237766b2 nafr
0 10671cf799ec8ae5 356e56dd33fe8ab0 nafr
0 1067ac379dc8f2c5 356ee61d37daf290 nafr
0 1073983399445e6f 357ad21933565e3a nafr
0 10851cf3d968de47 358c56d9737ade12 nafr
0 109708f38c8dbb65 359e42d9269fbb30 nafr
0 10a30db68880e447 35aa479c2292e412 nafr
0 10b109a2ccc91e4f 35b8438866db1e1a nafr
0 10b1b8a7dc6dfc67 35b8f28d767ffc32 nafr
0 10b3bc22c904dae7 35baf6086316dab2 nafr
0 10b51d72d8281d65 35bc5758723a1d30 nafr
0 10b5adb3d8040967 35bce79972160932 nafr
0 10b708b69905fe47 35be429c3317fe12 nafr
0 10c529769848acc7 35cc635c325aac92 nafr
0 10c73d7699a95d47 35ce775c33bb5d12 nafr
0 10c78de69cc84fcd 35cec7cc36da4f98 nafr
0 10c7b9278925814d 35cef30d23378118 nafr
0 10d10d33dd45fd6d 35d847197757fd38 nafr
0 10d12c26dd410e6d 35d8660c77530e38 nafr
0 10d33df28c04f645 35da77d82616f610 nafr
0 10d50836d8a57acf 35dc421c72b77a9a nafr
0 10d719639cc87b6f 35de534936da7b3a nafr
0 10e11da6d980bb65 35e8578c7392bb30 nafr
0 10e128a6dc0d1eef 35e8628c761f1eba nafr
0 10e399e68c01f14f 35ead3cc2613f11a nafr
0 10e72de698e0a3c5 35ee67cc32f2a390 nafr
0 10e79d37894d06c7 35eed71d235f0692 nafr
0 10f51cf7d828f7ed 35fc56dd723af7b8 nafr
0 120189b69c416045 3708c39c36536010 nafr
0 12051826d844ba6d 370c520c7256ba38 nafr
0 12053ca6d908f74d 370c768c731af718 nafr
0 121119f7dce4356f 371853dd76f6353a nafr
0 121309f78c68bd45 371a43dd267abd10 nafr
0 121338b7d9c906c7 371a729d73db0692 nafr
0 1217bca3984d2f47 371ef689325f2f12 nafr
0 12212d66cd48a14d 3728674c675aa118 nafr
0 1221a9f389451dc7 3728e3d923571d92 nafr
0 12233c26cce1ebcf 372a760c66f3eb9a nafr
0 122528e299ac454d 372c62c833be4518 nafr
0 123109b699a9d367 3738439c33bbd332 nafr
0 12371d76c9282def 373e575c633a2dba nafr
0 12379c63dda4aec5 373ed64977b6ae90 nafr
0 12478c77cde9ab6d 374ec65d67fbab38 nafr
0 125318e6cc61c647 375a52cc6673c612 nafr
0 125708f28ce95def 375e42d826fb5dba nafr
0 12652cb6dd849247 376c669c77969212 nafr
0 1267a8b79c843e4f 376ee29d36963e1a nafr
0 1267b8e2d82484cf 376ef2c87236849a nafr
0 1271b9a3dd4416cf 3778f3897756169a nafr
0 1271bd23cca5646d 3778f70966b76438 nafr
0 127338a7c90c6ae7 377a728d631e6ab2 nafr
0 12818866988dabcd 3788c24c329fab98 nafr
0 128739338d45d965 378e73192757d930 nafr
0 1287ade79d611fcf 378ee7cd37731f9a nafr
0 1287b8339d61906d 378ef21937739038 nafr
0 12911962d8e52cc7 3798534872f72c92 nafr
0 129189e6d92ca36f 3798c3cc733ea33a nafr
0 12938c22d8e581ef 379ac60872f781ba nafr
0 129508638c2141c7 379c424926334192 nafr
