sweep1_allM a3 5c
sweep1_random a3 f9
sweep2_allM ef0f 10f0
sweep2_random ef0f 458b
sweep3_allM 6c7378 938c87
sweep3_random 6c7378 48f0f0
sweep4_allM 4a5b0257 b5a4fda8
sweep4_random 4a5b0257 065a5e48
sweep5_allM b056a15f4f 4fa95ea0b0
sweep5_random b056a15f4f b642708e0b
sweep6_allM 3dd68ef1626f c229710e9d90
sweep6_random 3dd68ef1626f 538b6fd3361e
sweep7_allM 39d0a48f64645b c62f5b709b9ba4
sweep7_random 39d0a48f64645b c5b647085a9654
sweep8_allM 5248555d8bf7975d adb7aaa2740868a2
sweep8_random 5248555d8bf7975d 8aef1640a1b6444e
sweep8_w0M 5248555d8bf7975d adb7aaa2740868a2
sweep9_allM 324076f6dfce66c786 cdbf89092031993879
sweep9_random 324076f6dfce66c786 4951d4bc7768d3b7b7
sweep9_w0M 324076f6dfce66c786 cdbf89092031993886
sweep10_allM e824faf0d5094d9f60b7 17db050f2af6b2609f48
sweep10_random e824faf0d5094d9f60b7 b79ab36d740dbe1c6960
sweep10_w0M e824faf0d5094d9f60b7 17db050f2af6b26060b7
sweep11_allM 3dea32020e9e27fb032b8c c215cdfdf161d804fcd473
sweep11_random 3dea32020e9e27fb032b8c 9efd04d40b2d691a91555b
sweep11_w0M 3dea32020e9e27fb032b8c c215cdfdf161d804032b8c
sweep12_allM e5d9aed9ac941df836a16932 1a265126536be207c95e96cd
sweep12_random e5d9aed9ac941df836a16932 ec9095f2a60b54d4514e7b1f
sweep12_w0M e5d9aed9ac941df836a16932 1a265126536be20736a16932
sweep13_allM ffcc81c8fe1df0c7e1b5e89ca6 00337e3701e20f381e4a176359
sweep13_random ffcc81c8fe1df0c7e1b5e89ca6 3c1fb16d03c27c732c37645f0d
sweep13_w0M ffcc81c8fe1df0c7e1b5e89ca6 00337e3701e20f38e1b5e89ca6
sweep14_allM 98221f5b44a63687e3596bfab96c 67dde0a4bb59c9781ca694054693
sweep14_random 98221f5b44a63687e3596bfab96c 66e337d25cd6a63930b72a19daf1
sweep14_w0M 98221f5b44a63687e3596bfab96c 67dde0a4bb59c978e3596bfab96c
sweep15_allM 1640f1f43be8918e6aa329e0ff0657 e9bf0e0bc4176e71955cd61f00f9a8
sweep15_random 1640f1f43be8918e6aa329e0ff0657 2d0c0c258fc011221f2e9ed119b4cf
sweep15_w0M 1640f1f43be8918e6aa329e0ff0657 e9bf0e0bc4176e716aa329e0ff0657
sweep16_allM 93f034d1f2f100565783d99c79e9052f 6c0fcb2e0d0effa9a87c26638616fad0
sweep16_random 93f034d1f2f100565783d99c79e9052f bdfd374df66c53633707dea3e6c59add
sweep16_w0M 93f034d1f2f100565783d99c79e9052f 6c0fcb2e0d0effa95783d99c79e9052f
sweep16_w1M 93f034d1f2f100565783d99c79e9052f 93f034d1f2f10056a87c26638616fad0
sweep17_allM 4aef4e234b61afdf002188113a03b8cd76 b510b1dcb49e5020ffde77eec5fc473289
sweep17_random 4aef4e234b61afdf002188113a03b8cd76 de80c4386351b77ad82226e078122100de
sweep17_w0M 4aef4e234b61afdf002188113a03b8cd76 b510b1dcb49e5020002188113a03b8cd76
sweep17_w1M 4aef4e234b61afdf002188113a03b8cd76 4aef4e234b61afdfffde77eec5fc473276
sweep18_allM 67add78b0276c521bde716056cc9bf2755d1 98522874fd893ade4218e9fa933640d8aa2e
sweep18_random 67add78b0276c521bde716056cc9bf2755d1 f1293cc36775816f04250ae2a7d4f61972d9
sweep18_w0M 67add78b0276c521bde716056cc9bf2755d1 98522874fd893adebde716056cc9bf2755d1
sweep18_w1M 67add78b0276c521bde716056cc9bf2755d1 67add78b0276c5214218e9fa933640d855d1
sweep19_allM 9040627ec4c41781f1663cd27a974afede0c5a 6fbf9d813b3be87e0e99c32d8568b50121f3a5
sweep19_random 9040627ec4c41781f1663cd27a974afede0c5a ec0af0fba4b8f87f0d471c2ff6bfe42c6efe3a
sweep19_w0M 9040627ec4c41781f1663cd27a974afede0c5a 6fbf9d813b3be87ef1663cd27a974afede0c5a
sweep19_w1M 9040627ec4c41781f1663cd27a974afede0c5a 9040627ec4c417810e99c32d8568b501de0c5a
sweep20_allM 06e8863f7aa953d338663e5d8579b90d22242cfc f91779c08556ac2cc799c1a27a8646f2dddbd303
sweep20_random 06e8863f7aa953d338663e5d8579b90d22242cfc eff566565c8aae9a5799cb05835a201b55848793
sweep20_w0M 06e8863f7aa953d338663e5d8579b90d22242cfc f91779c08556ac2c38663e5d8579b90d22242cfc
sweep20_w1M 06e8863f7aa953d338663e5d8579b90d22242cfc 06e8863f7aa953d3c799c1a27a8646f222242cfc
sweep21_allM 7593420611d227117f8a47e6912eedcfa6113dd68f 8a6cbdf9ee2dd8ee8075b8196ed1123059eec22970
